name,frequency,bench_type,num_cores,score
Intel Core i5-5287U,"
2.9 GHz ",multi_core,"
2.9 GHz ",2084
AMD Ryzen 3 2300U,"
2.0 GHz ",multi_core,"
2.0 GHz ",2081
Intel Xeon E5-2620 v2,"
2.1 GHz ",multi_core,"
2.1 GHz ",2080
Intel Core i5-3570K,"
3.4 GHz ",multi_core,"
3.4 GHz ",2074
Intel Core i5-6267U,"
2.9 GHz ",multi_core,"
2.9 GHz ",2072
Intel Core i3-4170,"
3.7 GHz ",multi_core,"
3.7 GHz ",2067
Intel Core i3-6100T,"
3.2 GHz ",multi_core,"
3.2 GHz ",2058
Intel Core i7-4610M,"
3.0 GHz ",multi_core,"
3.0 GHz ",2056
Intel Core i7-5557U,"
3.1 GHz ",multi_core,"
3.1 GHz ",2052
Intel Core i5-4308U,"
2.8 GHz ",multi_core,"
2.8 GHz ",2048
Intel Core i7-2600,"
3.4 GHz ",multi_core,"
3.4 GHz ",2042
AMD FX-8370,"
4.0 GHz ",multi_core,"
4.0 GHz ",2041
Intel Core i7-3820QM,"
2.7 GHz ",multi_core,"
2.7 GHz ",2038
Intel Core i3-4150,"
3.5 GHz ",multi_core,"
3.5 GHz ",2024
Intel Core i7-6650U,"
2.2 GHz ",multi_core,"
2.2 GHz ",2021
AMD FX-8350,"
4.0 GHz ",multi_core,"
4.0 GHz ",2015
Intel Xeon E5-2643,"
3.3 GHz ",multi_core,"
3.3 GHz ",2008
Intel Core i5-4570T,"
2.9 GHz ",multi_core,"
2.9 GHz ",1994
Intel Core i7-3720QM,"
2.6 GHz ",multi_core,"
2.6 GHz ",1985
Intel Core i7-3740QM,"
2.7 GHz ",multi_core,"
2.7 GHz ",1964
AMD Athlon 3000G,"
3.5 GHz ",multi_core,"
3.5 GHz ",1957
Intel Core i7-6560U,"
2.2 GHz ",multi_core,"
2.2 GHz ",1952
Intel Core i5-3570S,"
3.1 GHz ",multi_core,"
3.1 GHz ",1941
Intel Xeon E5-2620,"
2.0 GHz ",multi_core,"
2.0 GHz ",1935
Intel Core i3-4160,"
3.6 GHz ",multi_core,"
3.6 GHz ",1934
Intel Core i5-3570,"
3.4 GHz ",multi_core,"
3.4 GHz ",1929
Intel Core i5-6260U,"
1.8 GHz ",multi_core,"
1.8 GHz ",1927
Intel Xeon E5-2430,"
2.2 GHz ",multi_core,"
2.2 GHz ",1922
Intel Core i5-3550,"
3.3 GHz ",multi_core,"
3.3 GHz ",1919
Intel Core i5-2500K,"
3.3 GHz ",multi_core,"
3.3 GHz ",1908
Intel Core i5-6360U,"
2.0 GHz ",multi_core,"
2.0 GHz ",1906
Intel Core i5-4310M,"
2.7 GHz ",multi_core,"
2.7 GHz ",1904
Intel Core i3-1000NG4,"
1.1 GHz ",multi_core,"
1.1 GHz ",1886
Intel Core i7-4600M,"
2.9 GHz ",multi_core,"
2.9 GHz ",1884
Intel Core i3-4130,"
3.4 GHz ",multi_core,"
3.4 GHz ",1881
Intel Core i7-3615QM,"
2.3 GHz ",multi_core,"
2.3 GHz ",1870
Intel Core i7-3630QM,"
2.4 GHz ",multi_core,"
2.4 GHz ",1869
Intel Xeon E3-1230,"
3.2 GHz ",multi_core,"
3.2 GHz ",1864
Intel Xeon E3-1220 v2,"
3.1 GHz ",multi_core,"
3.1 GHz ",1858
Intel Core i5-4210H,"
2.9 GHz ",multi_core,"
2.9 GHz ",1858
Intel Xeon E3-1225 V2,"
3.2 GHz ",multi_core,"
3.2 GHz ",1856
Intel Xeon E5-2420,"
1.9 GHz ",multi_core,"
1.9 GHz ",1852
AMD FX-8320,"
3.5 GHz ",multi_core,"
3.5 GHz ",1848
Intel Core i3-4170T,"
3.2 GHz ",multi_core,"
3.2 GHz ",1846
AMD Phenom II X6 1100T Black Edition,"
3.7 GHz ",multi_core,"
3.7 GHz ",1842
Intel Core i7-2600S,"
2.8 GHz ",multi_core,"
2.8 GHz ",1841
Intel Core i5-3470,"
3.2 GHz ",multi_core,"
3.2 GHz ",1837
Intel Core i3-8130U,"
2.2 GHz ",multi_core,"
2.2 GHz ",1829
AMD Athlon 200GE,"
3.2 GHz ",multi_core,"
3.2 GHz ",1826
Intel Core i7-3635QM,"
2.4 GHz ",multi_core,"
2.4 GHz ",1826
Intel Core i5-3450,"
3.1 GHz ",multi_core,"
3.1 GHz ",1825
Intel Core i7-3610QE,"
2.3 GHz ",multi_core,"
2.3 GHz ",1814
Intel Xeon E3-1265L v2,"
2.5 GHz ",multi_core,"
2.5 GHz ",1813
Intel Core i5-4300M,"
2.6 GHz ",multi_core,"
2.6 GHz ",1806
Intel Core i3-4130T,"
2.9 GHz ",multi_core,"
2.9 GHz ",1798
Intel Core i5-5257U,"
2.7 GHz ",multi_core,"
2.7 GHz ",1790
Intel Core i5-5350U,"
1.8 GHz ",multi_core,"
1.8 GHz ",1780
AMD FX-8150,"
3.6 GHz ",multi_core,"
3.6 GHz ",1778
AMD FX-8300,"
3.3 GHz ",multi_core,"
3.3 GHz ",1765
Intel Core i5-3470S,"
2.9 GHz ",multi_core,"
2.9 GHz ",1762
Intel Core i3-4150T,"
3.0 GHz ",multi_core,"
3.0 GHz ",1762
Intel Core i7-875K,"
2.9 GHz ",multi_core,"
2.9 GHz ",1760
Intel Core i7-3610QM,"
2.3 GHz ",multi_core,"
2.3 GHz ",1759
Intel Core i3-4160T,"
3.1 GHz ",multi_core,"
3.1 GHz ",1755
Intel Core i5-4210M,"
2.6 GHz ",multi_core,"
2.6 GHz ",1752
Intel Core i5-4278U,"
2.6 GHz ",multi_core,"
2.6 GHz ",1743
Intel Core i7-5600U,"
2.6 GHz ",multi_core,"
2.6 GHz ",1732
Intel Core i5-2500,"
3.3 GHz ",multi_core,"
3.3 GHz ",1718
Intel Core i7-5650U,"
2.2 GHz ",multi_core,"
2.2 GHz ",1717
AMD A12-9800,"
3.8 GHz ",multi_core,"
3.8 GHz ",1715
Intel Core i5-3340S,"
2.8 GHz ",multi_core,"
2.8 GHz ",1714
Intel Core i7-2760QM,"
2.4 GHz ",multi_core,"
2.4 GHz ",1708
Intel Core i5-2550K,"
3.4 GHz ",multi_core,"
3.4 GHz ",1706
Intel Core i7-2860QM,"
2.5 GHz ",multi_core,"
2.5 GHz ",1703
Intel Xeon W3565,"
3.2 GHz ",multi_core,"
3.2 GHz ",1699
Intel Core i5-3450S,"
2.8 GHz ",multi_core,"
2.8 GHz ",1693
Intel Core i5-4200H,"
2.8 GHz ",multi_core,"
2.8 GHz ",1692
Intel Core i7-3612QM,"
2.1 GHz ",multi_core,"
2.1 GHz ",1692
Intel Core i5-8210Y,"
1.6 GHz ",multi_core,"
1.6 GHz ",1684
Intel Core i3-6157U,"
2.4 GHz ",multi_core,"
2.4 GHz ",1683
Intel Xeon E3-1225,"
3.1 GHz ",multi_core,"
3.1 GHz ",1681
Intel Core i3-7130U,"
2.7 GHz ",multi_core,"
2.7 GHz ",1679
Intel Core i7-2960XM,"
2.7 GHz ",multi_core,"
2.7 GHz ",1675
Intel Core i5-4200M,"
2.5 GHz ",multi_core,"
2.5 GHz ",1672
Intel Core i7-5500U,"
2.4 GHz ",multi_core,"
2.4 GHz ",1671
AMD FX-8320E,"
3.2 GHz ",multi_core,"
3.2 GHz ",1667
Intel Core i7-960,"
3.2 GHz ",multi_core,"
3.2 GHz ",1659
Intel Xeon E3-1220,"
3.1 GHz ",multi_core,"
3.1 GHz ",1658
Intel Core i7-3632QM,"
2.2 GHz ",multi_core,"
2.2 GHz ",1651
Intel Core i5-3475S,"
2.9 GHz ",multi_core,"
2.9 GHz ",1642
Intel Core i5-3330S,"
2.7 GHz ",multi_core,"
2.7 GHz ",1632
Intel Core i5-2400,"
3.1 GHz ",multi_core,"
3.1 GHz ",1623
Intel Core i5-3350P,"
3.1 GHz ",multi_core,"
3.1 GHz ",1622
Intel Core i5-4288U,"
2.6 GHz ",multi_core,"
2.6 GHz ",1622
Intel Core i5-3330,"
3.0 GHz ",multi_core,"
3.0 GHz ",1616
Intel Core i7-4510U,"
2.0 GHz ",multi_core,"
2.0 GHz ",1600
AMD FX-8120,"
3.1 GHz ",multi_core,"
3.1 GHz ",1589
AMD FX-9830P,"
3.0 GHz ",multi_core,"
3.0 GHz ",1589
AMD FX-6350,"
3.9 GHz ",multi_core,"
3.9 GHz ",1585
Intel Core i5-4258U,"
2.4 GHz ",multi_core,"
2.4 GHz ",1584
Intel Core i7-950,"
3.1 GHz ",multi_core,"
3.1 GHz ",1572
Intel Xeon W3550,"
3.1 GHz ",multi_core,"
3.1 GHz ",1572
Intel Core i5-3340,"
3.1 GHz ",multi_core,"
3.1 GHz ",1569
Intel Xeon E3-1260L,"
2.4 GHz ",multi_core,"
2.4 GHz ",1564
Intel Core i5-5300U,"
2.3 GHz ",multi_core,"
2.3 GHz ",1564
Intel Core i7-870,"
2.9 GHz ",multi_core,"
2.9 GHz ",1560
Intel Core i3-7100U,"
2.4 GHz ",multi_core,"
2.4 GHz ",1560
Intel Core i5-5250U,"
1.6 GHz ",multi_core,"
1.6 GHz ",1557
Intel Core i7-4600U,"
2.1 GHz ",multi_core,"
2.1 GHz ",1552
Intel Pentium Gold G5400,"
3.7 GHz ",multi_core,"
3.7 GHz ",1551
Intel Core i5-2500S,"
2.7 GHz ",multi_core,"
2.7 GHz ",1527
Intel Xeon E5-2673 v3,"
2.4 GHz ",multi_core,"
2.4 GHz ",1527
Intel Core i3-4100M,"
2.5 GHz ",multi_core,"
2.5 GHz ",1526
Intel Pentium G4600,"
3.6 GHz ",multi_core,"
3.6 GHz ",1522
Intel Core i3-6100U,"
2.3 GHz ",multi_core,"
2.3 GHz ",1517
Intel Core i5-2300,"
2.8 GHz ",multi_core,"
2.8 GHz ",1506
AMD Ryzen 3 3200U,"
2.6 GHz ",multi_core,"
2.6 GHz ",1496
Intel Core i5-2310,"
2.9 GHz ",multi_core,"
2.9 GHz ",1495
AMD FX-6300,"
3.5 GHz ",multi_core,"
3.5 GHz ",1493
AMD Ryzen 3 2200U,"
2.5 GHz ",multi_core,"
2.5 GHz ",1493
Intel Xeon W3530,"
2.8 GHz ",multi_core,"
2.8 GHz ",1492
Intel Core i5-2320,"
3.0 GHz ",multi_core,"
3.0 GHz ",1488
Intel Core i7-930,"
2.8 GHz ",multi_core,"
2.8 GHz ",1487
AMD A10-9700,"
3.5 GHz ",multi_core,"
3.5 GHz ",1487
Intel Core i7-860,"
2.8 GHz ",multi_core,"
2.8 GHz ",1486
Intel Core i5-5200U,"
2.2 GHz ",multi_core,"
2.2 GHz ",1483
Intel Core i7-920,"
2.7 GHz ",multi_core,"
2.7 GHz ",1477
AMD Phenom II X6 1090T Black Edition,"
3.2 GHz ",multi_core,"
3.2 GHz ",1473
Intel Core i5-4260U,"
1.4 GHz ",multi_core,"
1.4 GHz ",1470
Intel Core i5-4300U,"
1.9 GHz ",multi_core,"
1.9 GHz ",1469
Intel Core i5-4310U,"
2.0 GHz ",multi_core,"
2.0 GHz ",1469
Intel Core i5-4250U,"
1.3 GHz ",multi_core,"
1.3 GHz ",1462
Intel Pentium G4560,"
3.5 GHz ",multi_core,"
3.5 GHz ",1456
Intel Core i3-7020U,"
2.3 GHz ",multi_core,"
2.3 GHz ",1452
Intel Xeon E5-1607 v2,"
3.0 GHz ",multi_core,"
3.0 GHz ",1442
Intel Xeon E5620,"
2.4 GHz ",multi_core,"
2.4 GHz ",1440
Intel Core i7-2670QM,"
2.2 GHz ",multi_core,"
2.2 GHz ",1433
Intel Xeon E5-1603,"
2.8 GHz ",multi_core,"
2.8 GHz ",1430
Intel Core i7-2820QM,"
2.3 GHz ",multi_core,"
2.3 GHz ",1426
Intel Core i7-4650U,"
1.7 GHz ",multi_core,"
1.7 GHz ",1425
AMD A8-9600,"
3.1 GHz ",multi_core,"
3.1 GHz ",1412
Intel Xeon X3450,"
2.7 GHz ",multi_core,"
2.7 GHz ",1411
AMD Ryzen 3 3250U,"
2.6 GHz ",multi_core,"
2.6 GHz ",1401
Intel Xeon X3440,"
2.5 GHz ",multi_core,"
2.5 GHz ",1398
Intel Xeon W3520,"
2.7 GHz ",multi_core,"
2.7 GHz ",1398
Intel Core i5-4210U,"
1.7 GHz ",multi_core,"
1.7 GHz ",1396
Intel Core i7-4500U,"
1.8 GHz ",multi_core,"
1.8 GHz ",1393
AMD PRO A10-8770E,"
2.8 GHz ",multi_core,"
2.8 GHz ",1390
Intel Core i3-4000M,"
2.4 GHz ",multi_core,"
2.4 GHz ",1389
Intel Core i5-2405S,"
2.5 GHz ",multi_core,"
2.5 GHz ",1381
Intel Core i5-2400S,"
2.5 GHz ",multi_core,"
2.5 GHz ",1370
Intel Core i7-2630QM,"
2.0 GHz ",multi_core,"
2.0 GHz ",1363
Intel Core i3-5020U,"
2.2 GHz ",multi_core,"
2.2 GHz ",1363
Intel Core i7-2675QM,"
2.2 GHz ",multi_core,"
2.2 GHz ",1362
AMD FX-6200,"
3.8 GHz ",multi_core,"
3.8 GHz ",1357
Intel Core i5-4200U,"
1.6 GHz ",multi_core,"
1.6 GHz ",1356
Intel Core i3-5015U,"
2.1 GHz ",multi_core,"
2.1 GHz ",1338
Intel Core i3-5010U,"
2.1 GHz ",multi_core,"
2.1 GHz ",1337
Intel Core i5-7267U,"
3.1 GHz ",multi_core,"
3.1 GHz ",1331
Intel Core i7-4578U,"
3.0 GHz ",multi_core,"
3.0 GHz ",1320
Intel Core i3-6006U,"
2.0 GHz ",multi_core,"
2.0 GHz ",1315
Intel Core i7-2720QM,"
2.2 GHz ",multi_core,"
2.2 GHz ",1312
Intel Core i5-760,"
2.8 GHz ",multi_core,"
2.8 GHz ",1291
AMD FX-4350,"
4.2 GHz ",multi_core,"
4.2 GHz ",1280
Intel Core i5-3380M,"
2.9 GHz ",multi_core,"
2.9 GHz ",1258
AMD Phenom II X4 975 Black Edition,"
3.6 GHz ",multi_core,"
3.6 GHz ",1250
Intel Core i5-750,"
2.7 GHz ",multi_core,"
2.7 GHz ",1227
AMD FX-6100,"
3.3 GHz ",multi_core,"
3.3 GHz ",1211
AMD A10-7860K,"
3.6 GHz ",multi_core,"
3.6 GHz ",1199
Intel Core i3-5005U,"
2.0 GHz ",multi_core,"
2.0 GHz ",1194
Intel Pentium G4400,"
3.3 GHz ",multi_core,"
3.3 GHz ",1188
AMD A10-6800K,"
4.1 GHz ",multi_core,"
4.1 GHz ",1173
Intel Core i5-L16G7,"
1.4 GHz ",multi_core,"
1.4 GHz ",1168
AMD Athlon X4 840,"
3.1 GHz ",multi_core,"
3.1 GHz ",1165
AMD Athlon X4 860K,"
3.7 GHz ",multi_core,"
3.7 GHz ",1158
Intel Core i3-4030U,"
1.9 GHz ",multi_core,"
1.9 GHz ",1155
AMD PRO A10-8730B,"
2.4 GHz ",multi_core,"
2.4 GHz ",1154
Intel Core i5-3470T,"
2.9 GHz ",multi_core,"
2.9 GHz ",1150
AMD A10-7850K,"
3.7 GHz ",multi_core,"
3.7 GHz ",1146
Intel Xeon X5460,"
3.2 GHz ",multi_core,"
3.2 GHz ",1140
Intel Core i5-3360M,"
2.8 GHz ",multi_core,"
2.8 GHz ",1132
Intel Core i7-3520M,"
2.9 GHz ",multi_core,"
2.9 GHz ",1128
AMD A10-6700,"
3.7 GHz ",multi_core,"
3.7 GHz ",1127
Intel Core 2 Quad Q9650,"
3.0 GHz ",multi_core,"
3.0 GHz ",1123
Intel Core i3-3240,"
3.4 GHz ",multi_core,"
3.4 GHz ",1121
AMD Phenom II X4 965 Black Edition,"
3.4 GHz ",multi_core,"
3.4 GHz ",1119
Intel Core i7-920XM,"
2.0 GHz ",multi_core,"
2.0 GHz ",1117
AMD Athlon II X4 651,"
3.0 GHz ",multi_core,"
3.0 GHz ",1113
AMD A10-9620P,"
2.5 GHz ",multi_core,"
2.5 GHz ",1111
Intel Xeon E5450,"
3.0 GHz ",multi_core,"
3.0 GHz ",1102
AMD Phenom II X4 955 Black Edition,"
3.2 GHz ",multi_core,"
3.2 GHz ",1102
AMD A12-9720P,"
2.7 GHz ",multi_core,"
2.7 GHz ",1099
AMD A8-6600K,"
3.9 GHz ",multi_core,"
3.9 GHz ",1098
Intel Core i3-3220,"
3.3 GHz ",multi_core,"
3.3 GHz ",1096
Intel Core i5-3340M,"
2.7 GHz ",multi_core,"
2.7 GHz ",1095
Intel Core i3-3225,"
3.3 GHz ",multi_core,"
3.3 GHz ",1095
Intel Core i3-4010U,"
1.7 GHz ",multi_core,"
1.7 GHz ",1087
Intel Pentium G3258,"
3.2 GHz ",multi_core,"
3.2 GHz ",1086
AMD FX-9800P,"
2.7 GHz ",multi_core,"
2.7 GHz ",1077
AMD A10 PRO-7800B,"
3.5 GHz ",multi_core,"
3.5 GHz ",1077
AMD A8-7600,"
3.1 GHz ",multi_core,"
3.1 GHz ",1075
Intel Core i3-2130,"
3.4 GHz ",multi_core,"
3.4 GHz ",1073
AMD A8-3870,"
3.0 GHz ",multi_core,"
3.0 GHz ",1071
Intel Core 2 Quad Q9500,"
2.8 GHz ",multi_core,"
2.8 GHz ",1069
Intel Pentium G4400T,"
2.9 GHz ",multi_core,"
2.9 GHz ",1069
AMD A8-5600K,"
3.6 GHz ",multi_core,"
3.6 GHz ",1067
Intel Core 2 Quad Q9550,"
2.8 GHz ",multi_core,"
2.8 GHz ",1062
Intel Pentium Silver J5005,"
1.5 GHz ",multi_core,"
1.5 GHz ",1060
AMD FX-4300,"
3.8 GHz ",multi_core,"
3.8 GHz ",1058
Intel Celeron G4900,"
3.1 GHz ",multi_core,"
3.1 GHz ",1058
AMD Phenom II X4 945,"
3.0 GHz ",multi_core,"
3.0 GHz ",1057
Intel Celeron G3930,"
2.9 GHz ",multi_core,"
2.9 GHz ",1051
AMD A10-5800K,"
3.8 GHz ",multi_core,"
3.8 GHz ",1050
Intel Core i3-3210,"
3.2 GHz ",multi_core,"
3.2 GHz ",1049
Intel Core i7-2620M,"
2.7 GHz ",multi_core,"
2.7 GHz ",1048
Intel Core i5-3320M,"
2.6 GHz ",multi_core,"
2.6 GHz ",1047
Intel Xeon E5440,"
2.8 GHz ",multi_core,"
2.8 GHz ",1046
AMD A8-6500,"
3.5 GHz ",multi_core,"
3.5 GHz ",1043
AMD FX-4100,"
3.6 GHz ",multi_core,"
3.6 GHz ",1042
Intel Core M-5Y10c,"
800 MHz ",multi_core,"
800 MHz ",1039
Intel Core i3-2120,"
3.3 GHz ",multi_core,"
3.3 GHz ",1033
AMD PRO A8-8600B,"
1.6 GHz ",multi_core,"
1.6 GHz ",1033
AMD A10-8700P,"
1.8 GHz ",multi_core,"
1.8 GHz ",1033
AMD A8 PRO-7600B,"
3.1 GHz ",multi_core,"
3.1 GHz ",1031
AMD PRO A8-8650B,"
3.2 GHz ",multi_core,"
3.2 GHz ",1029
AMD A10-5800B,"
3.8 GHz ",multi_core,"
3.8 GHz ",1025
Intel Core i3-4005U,"
1.7 GHz ",multi_core,"
1.7 GHz ",1025
AMD A10-9600P,"
2.4 GHz ",multi_core,"
2.4 GHz ",1022
Intel Core i5-3230M,"
2.6 GHz ",multi_core,"
2.6 GHz ",1019
AMD Athlon X4 760K,"
3.8 GHz ",multi_core,"
3.8 GHz ",1018
Intel Core 2 Quad Q9505,"
2.8 GHz ",multi_core,"
2.8 GHz ",1017
AMD A10-7800,"
3.5 GHz ",multi_core,"
3.5 GHz ",1014
Intel Celeron G3900,"
2.8 GHz ",multi_core,"
2.8 GHz ",1000
Intel Pentium G3260,"
3.3 GHz ",multi_core,"
3.3 GHz ",994
Intel Core i7-3540M,"
3.0 GHz ",multi_core,"
3.0 GHz ",994
Intel Core i7-3687U,"
2.1 GHz ",multi_core,"
2.1 GHz ",990
Intel Core i3-3250,"
3.5 GHz ",multi_core,"
3.5 GHz ",989
Intel Core i7-2640M,"
2.8 GHz ",multi_core,"
2.8 GHz ",986
Intel Core i5-2540M,"
2.6 GHz ",multi_core,"
2.6 GHz ",984
Intel Core i5-3210M,"
2.5 GHz ",multi_core,"
2.5 GHz ",981
Intel Core i5-660,"
3.3 GHz ",multi_core,"
3.3 GHz ",981
Intel Pentium G3250,"
3.2 GHz ",multi_core,"
3.2 GHz ",978
Intel Core i3-2100,"
3.1 GHz ",multi_core,"
3.1 GHz ",977
Intel Core i7-740QM,"
1.7 GHz ",multi_core,"
1.7 GHz ",977
AMD A8-7650K,"
3.3 GHz ",multi_core,"
3.3 GHz ",977
Intel Core i3-2105,"
3.1 GHz ",multi_core,"
3.1 GHz ",962
Intel Pentium G3240,"
3.1 GHz ",multi_core,"
3.1 GHz ",962
Intel Core i5-2435M,"
2.4 GHz ",multi_core,"
2.4 GHz ",959
Intel Core 2 Quad Q8400,"
2.7 GHz ",multi_core,"
2.7 GHz ",956
Intel Core i3-3220T,"
2.8 GHz ",multi_core,"
2.8 GHz ",956
Intel Core i7-3667U,"
2.0 GHz ",multi_core,"
2.0 GHz ",954
AMD A10-5700,"
3.4 GHz ",multi_core,"
3.4 GHz ",953
Intel Core i5-4202Y,"
1.6 GHz ",multi_core,"
1.6 GHz ",946
Intel Core 2 Quad Q9400,"
2.7 GHz ",multi_core,"
2.7 GHz ",943
AMD PRO A10-8700B,"
1.8 GHz ",multi_core,"
1.8 GHz ",942
Intel Core i5-650,"
3.2 GHz ",multi_core,"
3.2 GHz ",932
Intel Core i5-2430M,"
2.4 GHz ",multi_core,"
2.4 GHz ",931
Intel Celeron J4125,"
2.0 GHz ",multi_core,"
2.0 GHz ",931
AMD A6-9500,"
3.5 GHz ",multi_core,"
3.5 GHz ",929
AMD Athlon II X4 640,"
3.0 GHz ",multi_core,"
3.0 GHz ",929
Intel Core i5-2415M,"
2.3 GHz ",multi_core,"
2.3 GHz ",926
Intel Core i5-2520M,"
2.5 GHz ",multi_core,"
2.5 GHz ",923
Intel Celeron G3900T,"
2.6 GHz ",multi_core,"
2.6 GHz ",922
Intel Core i5-4210Y,"
1.5 GHz ",multi_core,"
1.5 GHz ",917
Intel Core i7-3517U,"
1.9 GHz ",multi_core,"
1.9 GHz ",914
Intel Celeron J4105,"
1.5 GHz ",multi_core,"
1.5 GHz ",913
Intel Core i7-720QM,"
1.6 GHz ",multi_core,"
1.6 GHz ",912
Intel Pentium G3220,"
3.0 GHz ",multi_core,"
3.0 GHz ",907
Intel Core i5-3427U,"
1.8 GHz ",multi_core,"
1.8 GHz ",904
AMD A8-5500,"
3.2 GHz ",multi_core,"
3.2 GHz ",901
Intel Pentium G3250T,"
2.8 GHz ",multi_core,"
2.8 GHz ",901
Intel Core i7-840QM,"
1.9 GHz ",multi_core,"
1.9 GHz ",898
Intel Pentium Gold 4417U,"
2.3 GHz ",multi_core,"
2.3 GHz ",897
Intel Core i7-3537U,"
2.0 GHz ",multi_core,"
2.0 GHz ",896
AMD A8-5500B,"
3.2 GHz ",multi_core,"
3.2 GHz ",895
Intel Core 2 Quad Q9450,"
2.7 GHz ",multi_core,"
2.7 GHz ",894
Intel Core i5-2450M,"
2.5 GHz ",multi_core,"
2.5 GHz ",892
Intel Pentium Silver N5000,"
1.1 GHz ",multi_core,"
1.1 GHz ",892
Intel Core i3-550,"
3.2 GHz ",multi_core,"
3.2 GHz ",883
Intel Core i3-4020Y,"
1.5 GHz ",multi_core,"
1.5 GHz ",876
Intel Core i5-3437U,"
1.9 GHz ",multi_core,"
1.9 GHz ",868
Intel Pentium 4415U,"
2.3 GHz ",multi_core,"
2.3 GHz ",868
Intel Core 2 Quad Q8300,"
2.5 GHz ",multi_core,"
2.5 GHz ",867
Intel Core 2 Quad Q8200,"
2.3 GHz ",multi_core,"
2.3 GHz ",860
Intel Core i5-2410M,"
2.3 GHz ",multi_core,"
2.3 GHz ",859
Intel Core i3-540,"
3.1 GHz ",multi_core,"
3.1 GHz ",857
AMD Athlon II X4 635,"
2.9 GHz ",multi_core,"
2.9 GHz ",855
Intel Celeron G1840,"
2.8 GHz ",multi_core,"
2.8 GHz ",852
Intel Core i7-620M,"
2.7 GHz ",multi_core,"
2.7 GHz ",849
Intel Core i5-3337U,"
1.8 GHz ",multi_core,"
1.8 GHz ",843
Intel Celeron G1820,"
2.7 GHz ",multi_core,"
2.7 GHz ",838
Intel Core i3-3120M,"
2.5 GHz ",multi_core,"
2.5 GHz ",836
Intel Pentium G2020,"
2.9 GHz ",multi_core,"
2.9 GHz ",836
Intel Celeron N4100,"
1.1 GHz ",multi_core,"
1.1 GHz ",831
Intel Pentium G3220T,"
2.6 GHz ",multi_core,"
2.6 GHz ",823
Intel Core i5-3317U,"
1.7 GHz ",multi_core,"
1.7 GHz ",815
AMD R-Series RX-427BB,"
2.7 GHz ",multi_core,"
2.7 GHz ",808
Intel Pentium 4405U,"
2.1 GHz ",multi_core,"
2.1 GHz ",801
Intel Core i3-530,"
2.9 GHz ",multi_core,"
2.9 GHz ",798
Intel Core 2 Quad Q6700,"
2.7 GHz ",multi_core,"
2.7 GHz ",793
Intel Core i3-3110M,"
2.4 GHz ",multi_core,"
2.4 GHz ",792
Intel Pentium G645,"
2.9 GHz ",multi_core,"
2.9 GHz ",789
Intel Pentium G860,"
3.0 GHz ",multi_core,"
3.0 GHz ",771
Intel Core i5-580M,"
2.7 GHz ",multi_core,"
2.7 GHz ",771
Intel Core 2 Quad Q6600,"
2.4 GHz ",multi_core,"
2.4 GHz ",766
Intel Core i5-560M,"
2.7 GHz ",multi_core,"
2.7 GHz ",754
Intel Pentium G850,"
2.9 GHz ",multi_core,"
2.9 GHz ",754
Intel Celeron G1620,"
2.7 GHz ",multi_core,"
2.7 GHz ",754
AMD FX-7500,"
2.1 GHz ",multi_core,"
2.1 GHz ",751
AMD A10-4600M,"
2.3 GHz ",multi_core,"
2.3 GHz ",749
Intel Pentium G2030,"
3.0 GHz ",multi_core,"
3.0 GHz ",744
Intel Core i5-520M,"
2.4 GHz ",multi_core,"
2.4 GHz ",741
Intel Core i5-480M,"
2.7 GHz ",multi_core,"
2.7 GHz ",738
Intel Pentium G840,"
2.8 GHz ",multi_core,"
2.8 GHz ",736
Intel Celeron J3455,"
1.5 GHz ",multi_core,"
1.5 GHz ",724
Intel Core i7-640M,"
2.8 GHz ",multi_core,"
2.8 GHz ",718
Intel Atom x7-E3950,"
1.6 GHz ",multi_core,"
1.6 GHz ",715
Intel Core i3-2350M,"
2.3 GHz ",multi_core,"
2.3 GHz ",713
AMD A8-5550M,"
2.1 GHz ",multi_core,"
2.1 GHz ",703
Intel Pentium G620,"
2.6 GHz ",multi_core,"
2.6 GHz ",701
AMD Phenom X4 9550,"
2.2 GHz ",multi_core,"
2.2 GHz ",700
Intel Pentium 2020M,"
2.4 GHz ",multi_core,"
2.4 GHz ",697
Intel Celeron 3955U,"
2.0 GHz ",multi_core,"
2.0 GHz ",693
Intel Pentium G630,"
2.7 GHz ",multi_core,"
2.7 GHz ",687
Intel Pentium N4200,"
1.1 GHz ",multi_core,"
1.1 GHz ",687
Intel Core i5-540M,"
2.5 GHz ",multi_core,"
2.5 GHz ",686
Intel Core i5-2467M,"
1.6 GHz ",multi_core,"
1.6 GHz ",685
Intel Core i3-2330M,"
2.2 GHz ",multi_core,"
2.2 GHz ",685
Intel Core i3-2370M,"
2.4 GHz ",multi_core,"
2.4 GHz ",681
Intel Core i5-430M,"
2.3 GHz ",multi_core,"
2.3 GHz ",674
Intel Core i5-460M,"
2.5 GHz ",multi_core,"
2.5 GHz ",672
Intel Core 2 Duo E8600,"
3.3 GHz ",multi_core,"
3.3 GHz ",671
Intel Core i3-2310M,"
2.1 GHz ",multi_core,"
2.1 GHz ",669
Intel Core i5-450M,"
2.4 GHz ",multi_core,"
2.4 GHz ",668
Intel Core i3-2348M,"
2.3 GHz ",multi_core,"
2.3 GHz ",668
Intel Pentium 4415Y,"
1.6 GHz ",multi_core,"
1.6 GHz ",665
